,dep,semaine,pop,P,T,Ti,Tp,Td,cl_age90
12,5,2020-S20,"141756,00","7,00","156,00","4,94","4,49","110,05",0
13,5,2020-S21,"141756,00","9,00","332,00","6,35","2,71","234,21",0
14,5,2020-S22,"141756,00","2,00","481,00","1,41","0,42","339,32",0
15,6,2020-S20,"1079396,00","68,00","3107,00","6,30","2,19","287,85",0
16,6,2020-S21,"1079396,00","75,00","5575,00","6,95","1,35","516,49",0
17,6,2020-S22,"1079396,00","47,00","5628,00","4,35","0,84","521,40",0
18,7,2020-S20,"326875,00","13,00","403,00","3,98","3,23","123,29",0
19,7,2020-S21,"326875,00","7,00","565,00","2,14","1,24","172,85",0
20,7,2020-S22,"326875,00","19,00","656,00","5,81","2,90","200,69",0
21,8,2020-S20,"265531,00","15,00","413,00","5,65","3,63","155,54",0
22,8,2020-S21,"265531,00","15,00","639,00","5,65","2,35","240,65",0
23,8,2020-S22,"265531,00","7,00","633,00","2,64","1,11","238,39",0
24,9,2020-S20,"152398,00","1,00","201,00","0,66","0,50","131,89",0
25,9,2020-S21,"152398,00","0,00","247,00","0,00","0,00","162,08",0
26,9,2020-S22,"152398,00","0,00","444,00","0,00","0,00","291,34",0
27,10,2020-S20,"309907,00","8,00","717,00","2,58","1,12","231,36",0
28,10,2020-S21,"309907,00","18,00","990,00","5,81","1,82","319,45",0
29,10,2020-S22,"309907,00","21,00","961,00","6,78","2,19","310,09",0
30,11,2020-S20,"372705,00","48,00","948,00","12,88","5,06","254,36",0
31,11,2020-S21,"372705,00","24,00","1663,00","6,44","1,44","446,20",0
32,11,2020-S22,"372705,00","3,00","1305,00","0,80","0,23","350,14",0
33,12,2020-S20,"278360,00","28,00","393,00","10,06","7,12","141,18",0
34,12,2020-S21,"278360,00","5,00","808,00","1,80","0,62","290,27",0
35,12,2020-S22,"278360,00","4,00","879,00","1,44","0,46","315,78",0
36,13,2020-S20,"2034469,00","176,00","10924,00","8,65","1,61","536,95",0
37,13,2020-S21,"2034469,00","187,00","14706,00","9,19","1,27","722,84",0
38,13,2020-S22,"2034469,00","147,00","15431,00","7,23","0,95","758,48",0
39,14,2020-S20,"691453,00","19,00","2126,00","2,75","0,89","307,47",0
40,14,2020-S21,"691453,00","9,00","3077,00","1,30","0,29","445,00",0
41,14,2020-S22,"691453,00","10,00","3223,00","1,45","0,31","466,12",0
42,15,2020-S20,"142811,00","2,00","211,00","1,40","0,95","147,75",0
43,15,2020-S21,"142811,00","5,00","327,00","3,50","1,53","228,97",0
44,15,2020-S22,"142811,00","1,00","390,00","0,70","0,26","273,09",0
45,16,2020-S20,"348180,00","5,00","397,00","1,44","1,26","114,02",0
46,16,2020-S21,"348180,00","24,00","846,00","6,89","2,84","242,98",0
47,16,2020-S22,"348180,00","6,00","1010,00","1,72","0,59","290,08",0
48,17,2020-S20,"647080,00","2,00","675,00","0,31","0,30","104,31",0
49,17,2020-S21,"647080,00","6,00","1246,00","0,93","0,48","192,56",0
50,17,2020-S22,"647080,00","5,00","1185,00","0,77","0,42","183,13",0
51,18,2020-S20,"296404,00","8,00","331,00","2,70","2,42","111,67",0
52,18,2020-S21,"296404,00","11,00","631,00","3,71","1,74","212,89",0
53,18,2020-S22,"296404,00","5,00","683,00","1,69","0,73","230,43",0
54,19,2020-S20,"240336,00","6,00","651,00","2,50","0,92","270,87",0
55,19,2020-S21,"240336,00","8,00","765,00","3,33","1,05","318,30",0
56,19,2020-S22,"240336,00","5,00","1142,00","2,08","0,44","475,17",0
57,21,2020-S20,"532886,00","22,00","1272,00","4,13","1,73","238,70",0
58,21,2020-S21,"532886,00","42,00","1693,00","7,88","2,48","317,70",0
59,21,2020-S22,"532886,00","19,00","1723,00","3,57","1,10","323,33",0
60,22,2020-S20,"596186,00","29,00","1040,00","4,86","2,79","174,44",0
61,22,2020-S21,"596186,00","130,00","3325,00","21,81","3,91","557,71",0
62,22,2020-S22,"596186,00","43,00","2631,00","7,21","1,63","441,31",0
63,23,2020-S20,"116270,00","2,00","513,00","1,72","0,39","441,21",0
64,23,2020-S21,"116270,00","10,00","664,00","8,60","1,51","571,08",0
65,23,2020-S22,"116270,00","14,00","1562,00","12,04","0,90","1343,42",0
66,24,2020-S20,"408393,00","3,00","477,00","0,73","0,63","116,80",0
67,24,2020-S21,"408393,00","7,00","784,00","1,71","0,89","191,97",0
68,24,2020-S22,"408393,00","3,00","1011,00","0,73","0,30","247,56",0
69,25,2020-S20,"539449,00","25,00","1326,00","4,63","1,89","245,81",0
70,25,2020-S21,"539449,00","25,00","1820,00","4,63","1,37","337,38",0
71,25,2020-S22,"539449,00","19,00","1998,00","3,52","0,95","370,38",0
72,26,2020-S20,"520560,00","20,00","779,00","3,84","2,57","149,65",0
73,26,2020-S21,"520560,00","13,00","1205,00","2,50","1,08","231,48",0
74,26,2020-S22,"520560,00","7,00","1088,00","1,34","0,64","209,01",0
75,27,2020-S20,"600687,00","17,00","647,00","2,83","2,63","107,71",0
76,27,2020-S21,"600687,00","22,00","1029,00","3,66","2,14","171,30",0
77,27,2020-S22,"600687,00","14,00","1154,00","2,33","1,21","192,11",0
78,28,2020-S20,"429425,00","20,00","660,00","4,66","3,03","153,69",0
79,28,2020-S21,"429425,00","19,00","1053,00","4,42","1,80","245,21",0
80,28,2020-S22,"429425,00","22,00","1250,00","5,12","1,76","291,09",0
81,29,2020-S20,"906554,00","7,00","1127,00","0,77","0,62","124,32",0
82,29,2020-S21,"906554,00","10,00","2068,00","1,10","0,48","228,12",0
83,29,2020-S22,"906554,00","7,00","1828,00","0,77","0,38","201,64",0
84,2A,2020-S20,"162421,00","7,00","602,00","4,31","1,16","370,64",0
85,2A,2020-S21,"162421,00","6,00","939,00","3,69","0,64","578,13",0
86,2A,2020-S22,"162421,00","6,00","981,00","3,69","0,61","603,99",0
87,2B,2020-S20,"182258,00","4,00","519,00","2,19","0,77","284,76",0
88,2B,2020-S21,"182258,00","7,00","646,00","3,84","1,08","354,44",0
89,2B,2020-S22,"182258,00","0,00","592,00","0,00","0,00","324,81",0
90,30,2020-S20,"748468,00","36,00","1764,00","4,81","2,04","235,68",0
91,30,2020-S21,"748468,00","55,00","2929,00","7,35","1,88","391,33",0
92,30,2020-S22,"748468,00","40,00","3070,00","5,34","1,30","410,17",0
93,31,2020-S20,"1400935,00","50,00","3963,00","3,57","1,26","282,88",0
94,31,2020-S21,"1400935,00","30,00","5147,00","2,14","0,58","367,40",0
95,31,2020-S22,"1400935,00","20,00","5990,00","1,43","0,33","427,57",0
96,32,2020-S20,"190040,00","10,00","444,00","5,26","2,25","233,64",0
97,32,2020-S21,"190040,00","35,00","1431,00","18,42","2,45","753,00",0
98,32,2020-S22,"190040,00","22,00","1103,00","11,58","1,99","580,40",0
99,33,2020-S20,"1633440,00","15,00","2905,00","0,92","0,52","177,85",0
100,33,2020-S21,"1633440,00","22,00","4462,00","1,35","0,49","273,17",0
101,33,2020-S22,"1633440,00","23,00","5087,00","1,41","0,45","311,43",0
102,34,2020-S20,"1176145,00","25,00","4107,00","2,13","0,61","349,19",0
103,34,2020-S21,"1176145,00","58,00","6455,00","4,93","0,90","548,83",0
104,34,2020-S22,"1176145,00","14,00","7743,00","1,19","0,18","658,34",0
105,35,2020-S20,"1082073,00","87,00","1797,00","8,04","4,84","166,07",0
106,35,2020-S21,"1082073,00","24,00","2344,00","2,22","1,02","216,62",0
107,35,2020-S22,"1082073,00","20,00","2501,00","1,85","0,80","231,13",0
108,36,2020-S20,"217139,00","8,00","262,00","3,68","3,05","120,66",0
109,36,2020-S21,"217139,00","3,00","568,00","1,38","0,53","261,58",0
110,36,2020-S22,"217139,00","3,00","451,00","1,38","0,67","207,70",0
111,37,2020-S20,"605380,00","23,00","1688,00","3,80","1,36","278,83",0
112,37,2020-S21,"605380,00","46,00","3019,00","7,60","1,52","498,70",0
113,37,2020-S22,"605380,00","17,00","2692,00","2,81","0,63","444,68",0
114,38,2020-S20,"1264979,00","25,00","2208,00","1,98","1,13","174,55",0
115,38,2020-S21,"1264979,00","32,00","3331,00","2,53","0,96","263,32",0
116,38,2020-S22,"1264979,00","57,00","3488,00","4,51","1,63","275,74",0
117,39,2020-S20,"257849,00","7,00","486,00","2,71","1,44","188,48",0
118,39,2020-S21,"257849,00","13,00","814,00","5,04","1,60","315,69",0
119,39,2020-S22,"257849,00","3,00","785,00","1,16","0,38","304,44",0
120,40,2020-S20,"411979,00","2,00","667,00","0,49","0,30","161,90",0
121,40,2020-S21,"411979,00","8,00","788,00","1,94","1,02","191,27",0
122,40,2020-S22,"411979,00","3,00","870,00","0,73","0,34","211,18",0
123,41,2020-S20,"327835,00","10,00","606,00","3,05","1,65","184,85",0
124,41,2020-S21,"327835,00","16,00","796,00","4,88","2,01","242,81",0
125,41,2020-S22,"327835,00","6,00","762,00","1,83","0,79","232,43",0
126,42,2020-S20,"764737,00","27,00","1424,00","3,53","1,90","186,21",0
127,42,2020-S21,"764737,00","17,00","2665,00","2,22","0,64","348,49",0
128,42,2020-S22,"764737,00","17,00","3217,00","2,22","0,53","420,67",0
129,43,2020-S20,"226901,00","2,00","238,00","0,88","0,84","104,89",0
130,43,2020-S21,"226901,00","6,00","418,00","2,64","1,44","184,22",0
131,43,2020-S22,"226901,00","7,00","515,00","3,09","1,36","226,97",0
132,44,2020-S20,"1437137,00","25,00","2301,00","1,74","1,09","160,11",0
133,44,2020-S21,"1437137,00","51,00","3491,00","3,55","1,46","242,91",0
134,44,2020-S22,"1437137,00","118,00","4866,00","8,21","2,42","338,59",0
135,45,2020-S20,"682890,00","101,00","2251,00","14,79","4,49","329,63",0
136,45,2020-S21,"682890,00","101,00","3222,00","14,79","3,13","471,82",0
137,45,2020-S22,"682890,00","101,00","3488,00","14,79","2,90","510,77",0
138,46,2020-S20,"173166,00","9,00","285,00","5,20","3,16","164,58",0
139,46,2020-S21,"173166,00","4,00","379,00","2,31","1,06","218,87",0
140,46,2020-S22,"173166,00","2,00","374,00","1,15","0,53","215,98",0
141,47,2020-S20,"330336,00","3,00","434,00","0,91","0,69","131,38",0
142,47,2020-S21,"330336,00","5,00","659,00","1,51","0,76","199,49",0
143,47,2020-S22,"330336,00","4,00","787,00","1,21","0,51","238,24",0
144,48,2020-S20,"76286,00","0,00","205,00","0,00","0,00","268,73",0
145,48,2020-S21,"76286,00","4,00","310,00","5,24","1,29","406,37",0
146,48,2020-S22,"76286,00","0,00","391,00","0,00","0,00","512,54",0
147,49,2020-S20,"815881,00","28,00","1686,00","3,43","1,66","206,65",0
148,49,2020-S21,"815881,00","90,00","2645,00","11,03","3,40","324,19",0
149,49,2020-S22,"815881,00","40,00","3138,00","4,90","1,27","384,61",0
150,50,2020-S20,"490669,00","7,00","758,00","1,43","0,92","154,48",0
151,50,2020-S21,"490669,00","3,00","1148,00","0,61","0,26","233,97",0
152,50,2020-S22,"490669,00","2,00","1367,00","0,41","0,15","278,60",0
153,51,2020-S20,"563823,00","37,00","1290,00","6,56","2,87","228,80",0
154,51,2020-S21,"563823,00","40,00","1842,00","7,09","2,17","326,70",0
155,51,2020-S22,"563823,00","39,00","1804,00","6,92","2,16","319,96",0
156,52,2020-S20,"169250,00","4,00","365,00","2,36","1,10","215,66",0
157,52,2020-S21,"169250,00","7,00","407,00","4,14","1,72","240,47",0
158,52,2020-S22,"169250,00","5,00","438,00","2,95","1,14","258,79",0
159,53,2020-S20,"305365,00","8,00","436,00","2,62","1,83","142,78",0
160,53,2020-S21,"305365,00","7,00","628,00","2,29","1,11","205,66",0
161,53,2020-S22,"305365,00","7,00","706,00","2,29","0,99","231,20",0
162,54,2020-S20,"730398,00","56,00","2314,00","7,67","2,42","316,81",0
163,54,2020-S21,"730398,00","115,00","4396,00","15,74","2,62","601,86",0
164,54,2020-S22,"730398,00","58,00","4222,00","7,94","1,37","578,04",0
165,55,2020-S20,"181641,00","48,00","778,00","26,43","6,17","428,32",0
166,55,2020-S21,"181641,00","41,00","1175,00","22,57","3,49","646,88",0
167,55,2020-S22,"181641,00","17,00","1390,00","9,36","1,22","765,25",0
168,56,2020-S20,"755566,00","6,00","972,00","0,79","0,62","128,65",0
169,56,2020-S21,"755566,00","27,00","1653,00","3,57","1,63","218,78",0
170,56,2020-S22,"755566,00","20,00","1710,00","2,65","1,17","226,32",0
171,57,2020-S20,"1035866,00","121,00","3242,00","11,68","3,73","312,97",0
172,57,2020-S21,"1035866,00","195,00","5031,00","18,82","3,88","485,68",0
173,57,2020-S22,"1035866,00","87,00","4582,00","8,40","1,90","442,34",0
174,58,2020-S20,"199596,00","30,00","556,00","15,03","5,40","278,56",0
175,58,2020-S21,"199596,00","5,00","676,00","2,51","0,74","338,68",0
176,58,2020-S22,"199596,00","6,00","677,00","3,01","0,89","339,19",0
177,59,2020-S20,"2588988,00","127,00","5059,00","4,91","2,51","195,40",0
178,59,2020-S21,"2588988,00","343,00","11210,00","13,25","3,06","432,99",0
179,59,2020-S22,"2588988,00","341,00","13343,00","13,17","2,56","515,38",0
180,60,2020-S20,"825077,00","55,00","1412,00","6,67","3,90","171,14",0
181,60,2020-S21,"825077,00","55,00","2222,00","6,67","2,48","269,31",0
182,60,2020-S22,"825077,00","38,00","1924,00","4,61","1,98","233,19",0
183,61,2020-S20,"276903,00","18,00","664,00","6,50","2,71","239,80",0
184,61,2020-S21,"276903,00","25,00","1010,00","9,03","2,48","364,75",0
185,61,2020-S22,"276903,00","13,00","1104,00","4,69","1,18","398,70",0
186,62,2020-S20,"1452778,00","37,00","1818,00","2,55","2,04","125,14",0
187,62,2020-S21,"1452778,00","86,00","4061,00","5,92","2,12","279,53",0
188,62,2020-S22,"1452778,00","52,00","4700,00","3,58","1,11","323,52",0
189,63,2020-S20,"660240,00","12,00","1600,00","1,82","0,75","242,34",0
190,63,2020-S21,"660240,00","8,00","2153,00","1,21","0,37","326,09",0
191,63,2020-S22,"660240,00","6,00","2607,00","0,91","0,23","394,86",0
192,64,2020-S20,"683169,00","15,00","1372,00","2,20","1,09","200,83",0
193,64,2020-S21,"683169,00","9,00","2307,00","1,32","0,39","337,69",0
194,64,2020-S22,"683169,00","22,00","2723,00","3,22","0,81","398,58",0
195,65,2020-S20,"226839,00","9,00","642,00","3,97","1,40","283,02",0
196,65,2020-S21,"226839,00","1,00","707,00","0,44","0,14","311,67",0
197,65,2020-S22,"226839,00","7,00","901,00","3,09","0,78","397,20",0
198,66,2020-S20,"479000,00","0,00","663,00","0,00","0,00","138,41",0
